|Posición|Descripcion|conc
4356|711890|Monedas de oro; monedas de curso legal (exc. condecoraciones, artículos de joyería hechos con ...|711890 - Monedas de oro; monedas de curso legal (exc. condecoraciones, artículos de joyería hechos con ...
4357|720110|Fundición en bruto, en lingotes, bloques o demás formas primarias, sin alear, con un contenido ...|720110 - Fundición en bruto, en lingotes, bloques o demás formas primarias, sin alear, con un contenido ...
4358|720120|Fundición en bruto, en lingotes, bloques o demás formas primarias, sin alear, con un contenido ...|720120 - Fundición en bruto, en lingotes, bloques o demás formas primarias, sin alear, con un contenido ...
4359|720150|Fundición en bruto aleada y fundición especular, en lingotes, bloques o demás formas primarias|720150 - Fundición en bruto aleada y fundición especular, en lingotes, bloques o demás formas primarias
4360|720211|Ferromanganeso, con un contenido de carbono > 2% en peso|720211 - Ferromanganeso, con un contenido de carbono > 2% en peso
4361|720219|Ferromanganeso, con un contenido de carbono <= 2% en peso|720219 - Ferromanganeso, con un contenido de carbono <= 2% en peso
4362|720221|Ferrosilicio, con un contenido de silicio > 55% en peso|720221 - Ferrosilicio, con un contenido de silicio > 55% en peso
4363|720229|Ferrosilicio, con un contenido de silicio <= 55% en peso|720229 - Ferrosilicio, con un contenido de silicio <= 55% en peso
4364|720230|Ferro-sílico-manganeso|720230 - Ferro-sílico-manganeso
4365|720241|Ferrocromo, con un contenido de carbono > 4% en peso|720241 - Ferrocromo, con un contenido de carbono > 4% en peso
4366|720249|Ferrocromo, con un contenido de carbono <= 4% en peso|720249 - Ferrocromo, con un contenido de carbono <= 4% en peso
4367|720250|Ferro-sílico-cromo|720250 - Ferro-sílico-cromo
4368|720260|Ferroníquel|720260 - Ferroníquel
4369|720270|Ferromolibdeno|720270 - Ferromolibdeno
4370|720280|"Ferrovolframio """"tungsteno"""" y ferro-sílico-volframio """"tungsteno"""""""""|"720280 - Ferrovolframio """"tungsteno"""" y ferro-sílico-volframio """"tungsteno"""""""""
4371|720291|Ferrotitanio y ferro-sílico-titanio|720291 - Ferrotitanio y ferro-sílico-titanio
4372|720292|Ferrovanadio|720292 - Ferrovanadio
4373|720293|Ferroniobio|720293 - Ferroniobio
4374|720299|"Ferroaleaciones (exc. ferromanganeso, ferrosilicio, ferro-sílico- manganeso, ferrocromo, ferro-sílico-cormo, ..."""|"720299 - Ferroaleaciones (exc. ferromanganeso, ferrosilicio, ferro-sílico- manganeso, ferrocromo, ferro-sílico-cormo, ..."""
4375|720310|"Productos férreos obtenidos por reducción directa de minerales de hierro, en trozos, """"pellets"""" ..."""|"720310 - Productos férreos obtenidos por reducción directa de minerales de hierro, en trozos, """"pellets"""" ..."""
4376|720390|"Productos férreos esponjosos, obtenidos por atomización de fundición en bruto, y hierro con ..."""|"720390 - Productos férreos esponjosos, obtenidos por atomización de fundición en bruto, y hierro con ..."""
4377|720410|"Desperdicios y desechos """"chatarra"""", de fundición (exc. radiactivos)"""""|"720410 - Desperdicios y desechos """"chatarra"""", de fundición (exc. radiactivos)"""""
4378|720421|"Desperdicios y desechos """"chatarra"""", de acero inoxidable (exc. radiactivos, así como desperdicios ..."""|"720421 - Desperdicios y desechos """"chatarra"""", de acero inoxidable (exc. radiactivos, así como desperdicios ..."""
4379|720429|"Desperdicios y desechos """"chatarra"""", de aceros aleados (exc. de acero inoxidable, así como ..."""|"720429 - Desperdicios y desechos """"chatarra"""", de aceros aleados (exc. de acero inoxidable, así como ..."""
4380|720430|"Desperdicios y desechos """"chatarra"""", de hierro o acero estañados (exc. radiactivos, así como ..."""|"720430 - Desperdicios y desechos """"chatarra"""", de hierro o acero estañados (exc. radiactivos, así como ..."""
4381|720441|"Torneaduras, virutas """"esquirlas"""", esquirlas, limaduras """"de amolado, aserrado, limado"""" ..."""|"720441 - Torneaduras, virutas """"esquirlas"""", esquirlas, limaduras """"de amolado, aserrado, limado"""" ..."""
4382|720449|"Desperdicios y desechos """"chatarra"""", de hierro o acero (exc. escorias, batiduras y otros ..."""|"720449 - Desperdicios y desechos """"chatarra"""", de hierro o acero (exc. escorias, batiduras y otros ..."""
4383|720450|Lingotes de chatarra de hierro o acero (exc. productos cuya composición química responda a ...|720450 - Lingotes de chatarra de hierro o acero (exc. productos cuya composición química responda a ...
4384|720510|Granallas, de fundición en bruto, de fundición especular, de hierro o acero (exc. granallas ...|720510 - Granallas, de fundición en bruto, de fundición especular, de hierro o acero (exc. granallas ...
4385|720521|"Polvo, de aceros aleados (exc. polvo de ferroaleaciones y polvo de hierro radiactivo """"isótopo"""")"""""|"720521 - Polvo, de aceros aleados (exc. polvo de ferroaleaciones y polvo de hierro radiactivo """"isótopo"""")"""""
4386|720529|"Polvo, de fundición en bruto, de fundición especular, de hierro o acero sin alear (exc. polvo ..."""|"720529 - Polvo, de fundición en bruto, de fundición especular, de hierro o acero sin alear (exc. polvo ..."""
4387|720610|Hierro y acero sin alear, en lingotes (exc. lingotes de chatarra, productos obtenidos por colada ...|720610 - Hierro y acero sin alear, en lingotes (exc. lingotes de chatarra, productos obtenidos por colada ...
4388|720690|Hierro y acero sin alear, en otras formas primarias (exc. lingotes, lingotes de chatarra, productos ...|720690 - Hierro y acero sin alear, en otras formas primarias (exc. lingotes, lingotes de chatarra, productos ...
4389|720711|Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...|720711 - Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...
4390|720712|Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...|720712 - Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...
4391|720719|Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...|720719 - Productos intermedios de hierro o acero sin alear, con un contenido de carbono < 0,25% en peso, ...
4392|720720|Productos intermedios de hierro o acero sin alear, con un contenido de carbono >= 0,25% en ...|720720 - Productos intermedios de hierro o acero sin alear, con un contenido de carbono >= 0,25% en ...
4393|720810|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720810 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4394|720825|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720825 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4395|720826|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720826 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4396|720827|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720827 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4397|720836|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720836 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4398|720837|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720837 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4399|720838|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720838 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4400|720839|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720839 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4401|720840|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720840 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4402|720851|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720851 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4403|720852|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720852 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4404|720853|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, no enrollados, simplemente ...|720853 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, no enrollados, simplemente ...
4405|720854|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720854 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4406|720890|Productos planos de hierro o acero, de anchura >= 600 mm, laminados en caliente y trabajados, ...|720890 - Productos planos de hierro o acero, de anchura >= 600 mm, laminados en caliente y trabajados, ...
4407|720915|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720915 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4408|720916|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720916 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4409|720917|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720917 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4410|720918|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...|720918 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, enrollados, simplemente ...
4411|720925|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720925 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4412|720926|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720926 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4413|720927|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720927 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4414|720928|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...|720928 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, sin enrollar, simplemente ...
4415|720990|Productos planos de hierro o acero, de anchura >= 600 mm, laminados en frío y trabajados, sin ...|720990 - Productos planos de hierro o acero, de anchura >= 600 mm, laminados en frío y trabajados, sin ...
4416|721011|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721011 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4417|721012|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721012 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4418|721020|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721020 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4419|721030|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721030 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4420|721041|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721041 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4421|721049|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721049 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4422|721050|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721050 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4423|721061|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721061 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4424|721069|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721069 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4425|721070|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721070 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4426|721090|Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...|721090 - Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en ...
4427|721113|"Productos planos anchos, también llam. """"planos universales"""", de hierro o acero sin alear, ..."""|"721113 - Productos planos anchos, también llam. """"planos universales"""", de hierro o acero sin alear, ..."""
4428|721114|"Productos planos de hierro o acero sin alear, de anchura < 600 mm, simplemente laminados en ..."""|"721114 - Productos planos de hierro o acero sin alear, de anchura < 600 mm, simplemente laminados en ..."""
