|Posición|Descripcion|conc
760|120242|Cacahuetes sin cáscara, incluso quebrantados (exc. ??de semillas para la siembra, o maníes ...|120242 - Cacahuetes sin cáscara, incluso quebrantados (exc. ??de semillas para la siembra, o maníes ...
761|120300|Copra|120300 - Copra
762|120400|Semilla de lino, incluso quebrantada|120400 - Semilla de lino, incluso quebrantada
763|120500|Semilla de navo o de colza, incluso quebrantada.|120500 - Semilla de navo o de colza, incluso quebrantada.
764|120510|"Semillas de nabo """"nabina"""" o de colza con bajo contenido de ácido erúcico """"de las que se ..."""|"120510 - Semillas de nabo """"nabina"""" o de colza con bajo contenido de ácido erúcico """"de las que se ..."""
765|120590|"Semillas de nabo """"nabina"""" o de colza con alto contenido de ácido erúcico """"de las que se ..."""|"120590 - Semillas de nabo """"nabina"""" o de colza con alto contenido de ácido erúcico """"de las que se ..."""
766|120600|Semilla de girasol, incluso quebrantada|120600 - Semilla de girasol, incluso quebrantada
767|120710|Nueces y almendra de palma|120710 - Nueces y almendra de palma
768|120720|Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón|120720 - Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón
769|120721|Semilla de algodón, para siembra|120721 - Semilla de algodón, para siembra
770|120729|Semillas de algodón (excepto para siembra)|120729 - Semillas de algodón (excepto para siembra)
771|120730|Semilla de ricino|120730 - Semilla de ricino
772|120740|"Semilla de sésamo """"ajonjolí"""", incl. quebrantada"""""|"120740 - Semilla de sésamo """"ajonjolí"""", incl. quebrantada"""""
773|120750|Semilla de mostaza, incl. quebrantada|120750 - Semilla de mostaza, incl. quebrantada
774|120760|"Cártamo """"Carthamus tinctorius"""" semillas"""""|"120760 - Cártamo """"Carthamus tinctorius"""" semillas"""""
775|120770|Semillas de melón|120770 - Semillas de melón
776|120791|"Semilla de amapola """"adormidera"""", incl. quebrantada"""""|"120791 - Semilla de amapola """"adormidera"""", incl. quebrantada"""""
777|120792|Semilla de karite, incluso quebrantada.|120792 - Semilla de karite, incluso quebrantada.
778|120799|Semillas y frutos oleaginosos, incluso quebrantados (exc. ??frutos de cáscara comestibles, ...|120799 - Semillas y frutos oleaginosos, incluso quebrantados (exc. ??frutos de cáscara comestibles, ...
779|120810|"Harina de habas de soja """"soya"""""""""|"120810 - Harina de habas de soja """"soya"""""""""
780|120890|"Harina de semillas o de frutos oleaginosos (exc. harina de mostaza y de habas de soja """"soya"""")"""""|"120890 - Harina de semillas o de frutos oleaginosos (exc. harina de mostaza y de habas de soja """"soya"""")"""""
781|120910|Semilla de remolacha azucarera, para siembra|120910 - Semilla de remolacha azucarera, para siembra
782|120911|Semilla de remolacha azucarera, para siembra.|120911 - Semilla de remolacha azucarera, para siembra.
783|120919|Las demas semillas de remolacha, excepto azucarera, para la siembra.|120919 - Las demas semillas de remolacha, excepto azucarera, para la siembra.
784|120921|Semilla de alfalfa, para siembra|120921 - Semilla de alfalfa, para siembra
785|120922|"Semilla de trébol """"Trifolium spp."""", para siembra"""""|"120922 - Semilla de trébol """"Trifolium spp."""", para siembra"""""
786|120923|Semilla de festucas, para siembra|120923 - Semilla de festucas, para siembra
787|120924|"Semilla de pasto azul de Kentucky """"Poa pratensis L."""", para siembra"""""|"120924 - Semilla de pasto azul de Kentucky """"Poa pratensis L."""", para siembra"""""
788|120925|"Semilla de ballico """"Lolium multiflorum Lam."""", """"Lolium perenne L."""", para siembra"""""|"120925 - Semilla de ballico """"Lolium multiflorum Lam."""", """"Lolium perenne L."""", para siembra"""""
789|120926|"Semilla de fleo de los prados """"Phleum pratensis"""", para siembra"""""|"120926 - Semilla de fleo de los prados """"Phleum pratensis"""", para siembra"""""
790|120929|"Semillas forrajeras, para siembra (exc. de cereales, de remolacha azucarera, de alfalfa, de ..."""|"120929 - Semillas forrajeras, para siembra (exc. de cereales, de remolacha azucarera, de alfalfa, de ..."""
791|120930|Semillas de plantas herbáceas utilizadas principalmente por sus flores, para siembra|120930 - Semillas de plantas herbáceas utilizadas principalmente por sus flores, para siembra
792|120991|Semillas de hortalizas, para siembra|120991 - Semillas de hortalizas, para siembra
793|120999|Semillas, frutos y esporas, para siembra (exc. legumbres, maíz dulce, café, té, yerba mate ...|120999 - Semillas, frutos y esporas, para siembra (exc. legumbres, maíz dulce, café, té, yerba mate ...
794|121010|"Conos de lúpulo, frescos o secos (exc. quebrantados, molidos o en """"pellets"""")"""""|"121010 - Conos de lúpulo, frescos o secos (exc. quebrantados, molidos o en """"pellets"""")"""""
795|121020|"Conos de lúpulo, quebrantados, molidos o en """"pellets""""; lupulino"""""|"121020 - Conos de lúpulo, quebrantados, molidos o en """"pellets""""; lupulino"""""
796|121110|Raíces de regaliz, frescas o secas, incl. cortadas, trituradas o pulverizadas|121110 - Raíces de regaliz, frescas o secas, incl. cortadas, trituradas o pulverizadas
797|121120|"Raíces de """"ginseng"""", frescas o secas, incl. cortadas, trituradas o pulverizadas"""""|"121120 - Raíces de """"ginseng"""", frescas o secas, incl. cortadas, trituradas o pulverizadas"""""
798|121130|Hojas de coca, frescas o secas, incl. cortadas, trituradas o pulverizadas|121130 - Hojas de coca, frescas o secas, incl. cortadas, trituradas o pulverizadas
799|121140|Paja de adormidera, fresca o seca, incl. cortada, triturada o pulverizada|121140 - Paja de adormidera, fresca o seca, incl. cortada, triturada o pulverizada
800|121150|Ephedra plantas y sus partes, incl. semillas y frutos, frescos, refrigerados, congelados o ...|121150 - Ephedra plantas y sus partes, incl. semillas y frutos, frescos, refrigerados, congelados o ...
801|121160|"Corteza de cereza africana ""Prunus africana"", fresca, refrigerada, congelada o seca, incluso ..."|"121160 - Corteza de cereza africana ""Prunus africana"", fresca, refrigerada, congelada o seca, incluso ..."
802|121190|Vegetales, partes de vegetales, incl. semillas y frutos, utilizados principalmente en perfumería, ...|121190 - Vegetales, partes de vegetales, incl. semillas y frutos, utilizados principalmente en perfumería, ...
803|121210|Algarrobas y sus semillas, frescas, refrigeradas, congeladas o secas, incl. pulverizadas|121210 - Algarrobas y sus semillas, frescas, refrigeradas, congeladas o secas, incl. pulverizadas
804|121220|Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...|121220 - Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...
805|121221|Algas marinas y otras algas, frescas, refrigeradas, congeladas o secas, con o sin tierra, apta ...|121221 - Algas marinas y otras algas, frescas, refrigeradas, congeladas o secas, con o sin tierra, apta ...
806|121229|Algas marinas y otras algas, frescas, refrigeradas, congeladas o secas, con o sin tierra, no ...|121229 - Algas marinas y otras algas, frescas, refrigeradas, congeladas o secas, con o sin tierra, no ...
807|121230|"Huesos """"carozos"""" y almendras de albaricoque """"damasco, chabacano"""", de melocotón """"durazno"""", ..."""|"121230 - Huesos """"carozos"""" y almendras de albaricoque """"damasco, chabacano"""", de melocotón """"durazno"""", ..."""
808|121291|Remolacha azucarera, fresca, refrigerada, congelada o seca, incl. pulverizada|121291 - Remolacha azucarera, fresca, refrigerada, congelada o seca, incl. pulverizada
809|121292|"Algarrobas """"algarrobo"""", frescas, refrigeradas, congeladas o secas, incluso pulverizadas"""""|"121292 - Algarrobas """"algarrobo"""", frescas, refrigeradas, congeladas o secas, incluso pulverizadas"""""
810|121293|Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada|121293 - Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada
811|121294|Las raíces de achicoria, frescas, refrigeradas, congeladas o secas, incluso pulverizadas|121294 - Las raíces de achicoria, frescas, refrigeradas, congeladas o secas, incluso pulverizadas
812|121299|"Huesos y almendras de frutos y demás poductos vegetales, incl. las raíces de achicoria sin ..."""|"121299 - Huesos y almendras de frutos y demás poductos vegetales, incl. las raíces de achicoria sin ..."""
813|121300|Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en pellets|121300 - Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en pellets
814|121410|"Harina y """"pellets"""" de alfalfa"""""|"121410 - Harina y """"pellets"""" de alfalfa"""""
815|121490|"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ..."""|"121490 - Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ..."""
816|130110|Goma laca|130110 - Goma laca
817|130120|Goma arábiga|130120 - Goma arábiga
818|130190|Laca, gomas naturales, resinas, gomorresinas, bálsamos y otras oleorresinas naturales (exc. ...|130190 - Laca, gomas naturales, resinas, gomorresinas, bálsamos y otras oleorresinas naturales (exc. ...
819|130211|Opio|130211 - Opio
820|130212|Extracto vegetal, de regaliz (exc. con un contenido de sacarosa > 10% en peso o acondicionado ...|130212 - Extracto vegetal, de regaliz (exc. con un contenido de sacarosa > 10% en peso o acondicionado ...
821|130213|Extracto vegetal, de lúpulo|130213 - Extracto vegetal, de lúpulo
822|130214|"Extracto vegetal de piretro """"pelitre"""" o de raíces que contengan rotenona"""""|"130214 - Extracto vegetal de piretro """"pelitre"""" o de raíces que contengan rotenona"""""
823|130219|Jugos y extractos vegetales (exc. de regaliz, lúpulo, así como de opio)|130219 - Jugos y extractos vegetales (exc. de regaliz, lúpulo, así como de opio)
824|130220|Materias pécticas, pectinatos y pectatos|130220 - Materias pécticas, pectinatos y pectatos
825|130231|Agar-agar, incl. modificado|130231 - Agar-agar, incl. modificado
826|130232|Mucílagos y espesativos de algarroba o de su semilla o de las semillas de guar, incl. modificados|130232 - Mucílagos y espesativos de algarroba o de su semilla o de las semillas de guar, incl. modificados
827|130239|Mucílagos y espesativos vegetales, incl. modificados (exc. de algarroba o de su semilla o de ...|130239 - Mucílagos y espesativos vegetales, incl. modificados (exc. de algarroba o de su semilla o de ...
828|140110|Bambú|140110 - Bambú
829|140120|"Roten """"ratán"""""""""|"140120 - Roten """"ratán"""""""""
830|140190|"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ..."""|"140190 - Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ..."""
831|140200|«Kapok» [miraguano de bombacáceas], crin vegetal, crin marina y demás materias vegetales de ...|140200 - «Kapok» [miraguano de bombacáceas], crin vegetal, crin marina y demás materias vegetales de ...
832|140210|Miraguano.|140210 - Miraguano.
833|140290|Las demas materias vegetales de las especies utilizadas para relleno|140290 - Las demas materias vegetales de las especies utilizadas para relleno
834|140300|"Sorgo, piasava, grama, ixtle """"tampico"""" y demás materias vegetales de las especies utilizadas ..."""|"140300 - Sorgo, piasava, grama, ixtle """"tampico"""" y demás materias vegetales de las especies utilizadas ..."""
835|140310|Sorgo para escobas.|140310 - Sorgo para escobas.
836|140390|Las demas materias vegetales utilizadas en la fabricacion de escobas, cepillos o brochas.|140390 - Las demas materias vegetales utilizadas en la fabricacion de escobas, cepillos o brochas.
837|140410|Materias primas vegetales de las especies utilizadas principalmente para teñir o curtir, n.c.o.p.|140410 - Materias primas vegetales de las especies utilizadas principalmente para teñir o curtir, n.c.o.p.
838|140420|Línteres de algodón|140420 - Línteres de algodón
839|140490|Productos vegetales, n.c.o.p.|140490 - Productos vegetales, n.c.o.p.
840|150100|Grasa de cerdo, incluida la manteca de cerdo, y grasa de ave (excepto las de las partidas  ...|150100 - Grasa de cerdo, incluida la manteca de cerdo, y grasa de ave (excepto las de las partidas  ...
841|150110|Manteca de cerdo, sin fundir ni extraer de otro modo (exc. ??estearina solar y aceite de manteca ...|150110 - Manteca de cerdo, sin fundir ni extraer de otro modo (exc. ??estearina solar y aceite de manteca ...
842|150120|Manteca de cerdo, sin fundir ni extraer de otro modo (la manteca de cerdo excl.)|150120 - Manteca de cerdo, sin fundir ni extraer de otro modo (la manteca de cerdo excl.)
843|150190|Grasa de ave, fundidas o extraídas de otro modo|150190 - Grasa de ave, fundidas o extraídas de otro modo
844|150200|Grasa de animales de las especies bovina, ovina o caprina (excepto las de la partida 1503)|150200 - Grasa de animales de las especies bovina, ovina o caprina (excepto las de la partida 1503)
845|150210|El sebo de bovinos, ovinos y caprinos (excepto petróleo y oleoestearina)|150210 - El sebo de bovinos, ovinos y caprinos (excepto petróleo y oleoestearina)
846|150290|Grasa de animales de las especies bovina, ovina o caprina (excepto el sebo, oleoestearina, ...|150290 - Grasa de animales de las especies bovina, ovina o caprina (excepto el sebo, oleoestearina, ...
847|150300|Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, ...|150300 - Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, ...
848|150410|Aceites de hígado de pescado y sus fracciones, incl. refinados, sin modificar químicamente|150410 - Aceites de hígado de pescado y sus fracciones, incl. refinados, sin modificar químicamente
849|150420|Grasas y aceites de pescado y sus fracciones, incl. refinados, sin modificar químicamente (exc. ...|150420 - Grasas y aceites de pescado y sus fracciones, incl. refinados, sin modificar químicamente (exc. ...
850|150430|Grasas y aceites de mamíferos marinos y sus fracciones, incl. refinados, sin modificar químicamente|150430 - Grasas y aceites de mamíferos marinos y sus fracciones, incl. refinados, sin modificar químicamente
851|150500|Grasa de lana y sustancias grasas derivadas, incluida la lanolina|150500 - Grasa de lana y sustancias grasas derivadas, incluida la lanolina
852|150510|Grasa de lana en bruto (suarda y suintina).|150510 - Grasa de lana en bruto (suarda y suintina).
853|150590|Las demas sustancias grasas derivadas, incluida la lanolina.|150590 - Las demas sustancias grasas derivadas, incluida la lanolina.
854|150600|Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar ...|150600 - Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar ...
855|150710|"Aceite de soja """"soya"""" en bruto, incl. desgomado"""""|"150710 - Aceite de soja """"soya"""" en bruto, incl. desgomado"""""
856|150790|"Aceite de soja """"soya"""" y sus fracciones, incl. refinados, sin modificar químicamente"""""|"150790 - Aceite de soja """"soya"""" y sus fracciones, incl. refinados, sin modificar químicamente"""""
857|150810|"Aceite de cacahuete """"cacahuate, maní"""" en bruto"""""|"150810 - Aceite de cacahuete """"cacahuate, maní"""" en bruto"""""
858|150890|"Aceite de cacahuete """"cacahuate, maní"""" y sus fracciones, incl. refinados, sin modificar químicamente ..."""|"150890 - Aceite de cacahuete """"cacahuate, maní"""" y sus fracciones, incl. refinados, sin modificar químicamente ..."""
859|150910|"Aceite de oliva y sus fracciones, obtenidos de la aceituna exclusivamente por medios mecánicos ..."""|"150910 - Aceite de oliva y sus fracciones, obtenidos de la aceituna exclusivamente por medios mecánicos ..."""
860|150920|"Aceite de oliva virgen extra ""UE cat. 1"" obtenido del fruto del olivo únicamente por medios ..."|"150920 - Aceite de oliva virgen extra ""UE cat. 1"" obtenido del fruto del olivo únicamente por medios ..."
861|150930|"Aceite de oliva virgen """"UE cat. 2"""" obtenido del fruto del olivo únicamente por medios mecánicos ..."""|"150930 - Aceite de oliva virgen """"UE cat. 2"""" obtenido del fruto del olivo únicamente por medios mecánicos ..."""
862|150940|"Aceite de oliva virgen """"UE cat. 3"""" obtenido del fruto del olivo únicamente por medios mecánicos ..."""|"150940 - Aceite de oliva virgen """"UE cat. 3"""" obtenido del fruto del olivo únicamente por medios mecánicos ..."""
863|150990|"Aceite de oliva y sus fracciones, obtenidos de la aceituna exclusivamente por medios mecánicos ..."""|"150990 - Aceite de oliva y sus fracciones, obtenidos de la aceituna exclusivamente por medios mecánicos ..."""
864|151000|Los demás aceites y sus fracciones obtenidos exclusivamente de la aceituna, incluso refinados, ...|151000 - Los demás aceites y sus fracciones obtenidos exclusivamente de la aceituna, incluso refinados, ...
865|151010|"Aceite de orujo de oliva crudo ""UE cat. 6"", obtenido únicamente de aceitunas, sin tratar"|"151010 - Aceite de orujo de oliva crudo ""UE cat. 6"", obtenido únicamente de aceitunas, sin tratar"
866|151090|"Los demás aceites y sus fracciones """"Cat. UE 7 y 8"""", obtenidos únicamente a partir de aceitunas, ..."""|"151090 - Los demás aceites y sus fracciones """"Cat. UE 7 y 8"""", obtenidos únicamente a partir de aceitunas, ..."""
867|151110|Aceite de palma en bruto|151110 - Aceite de palma en bruto
868|151190|Aceite de palma y sus fracciones, incl. refinados, sin modificar químicamente (exc. aceite ...|151190 - Aceite de palma y sus fracciones, incl. refinados, sin modificar químicamente (exc. aceite ...
869|151211|Aceites de girasol o cártamo, en bruto|151211 - Aceites de girasol o cártamo, en bruto
870|151219|Aceites de girasol o cártamo y sus fracciones, incl. refinados, sin modificar químicamente ...|151219 - Aceites de girasol o cártamo y sus fracciones, incl. refinados, sin modificar químicamente ...
871|151221|Aceite de algodón, en bruto, incl. sin el gosipol|151221 - Aceite de algodón, en bruto, incl. sin el gosipol
872|151229|Aceite de algodón y sus fracciones, incl. sin el gosipol, incl. refinados, sin modificar químicamente ...|151229 - Aceite de algodón y sus fracciones, incl. sin el gosipol, incl. refinados, sin modificar químicamente ...
873|151311|"Aceite de coco """"copra"""", en bruto"""""|"151311 - Aceite de coco """"copra"""", en bruto"""""
874|151319|"Aceite de coco """"copra"""" y sus fracciones, incl. refinados, sin modificar químicamente (exc. ..."""|"151319 - Aceite de coco """"copra"""" y sus fracciones, incl. refinados, sin modificar químicamente (exc. ..."""
875|151321|Aceites de almendra de palma  o babasú, en bruto|151321 - Aceites de almendra de palma  o babasú, en bruto
876|151329|Aceites de almendra de palma o babasú y sus fracciones, incl. refinados, sin modificar químicamente|151329 - Aceites de almendra de palma o babasú y sus fracciones, incl. refinados, sin modificar químicamente
877|151410|Aceites de nabina, de colza o de mostaza, y sus fracciones, en bruto.|151410 - Aceites de nabina, de colza o de mostaza, y sus fracciones, en bruto.
878|151411|"Aceites de nabo """"nabina"""" o colza con bajo contenido de ácido erúcico """"aceite fijo con un ..."""|"151411 - Aceites de nabo """"nabina"""" o colza con bajo contenido de ácido erúcico """"aceite fijo con un ..."""
879|151419|"Aceites de nabo """"nabina"""" o colza con bajo contenido de ácido erúcico """"aceite fijo con un ..."""|"151419 - Aceites de nabo """"nabina"""" o colza con bajo contenido de ácido erúcico """"aceite fijo con un ..."""
880|151490|Los demas aceites de nabina, de colza o de mostaza y sus fracciones|151490 - Los demas aceites de nabina, de colza o de mostaza y sus fracciones
881|151491|"Aceites de nabo """"nabina"""" y colza con alto contenido de ácido erúcico """"aceite fijo con un ..."""|"151491 - Aceites de nabo """"nabina"""" y colza con alto contenido de ácido erúcico """"aceite fijo con un ..."""
882|151499|"Aceites de nabo """"nabina"""" y colza con alto contenido de ácido erúcico """"aceite fijo con un ..."""|"151499 - Aceites de nabo """"nabina"""" y colza con alto contenido de ácido erúcico """"aceite fijo con un ..."""
883|151511|"Aceite de lino """"de linaza"""", en bruto"""""|"151511 - Aceite de lino """"de linaza"""", en bruto"""""
884|151519|"Aceite de lino """"de linaza"""" y sus fracciones, incl. refinados, sin modificar químicamente ..."""|"151519 - Aceite de lino """"de linaza"""" y sus fracciones, incl. refinados, sin modificar químicamente ..."""
885|151521|Aceite de maíz, en bruto|151521 - Aceite de maíz, en bruto
886|151529|Aceite de maíz y sus fracciones, incl. refinados, sin modificar químicamente (exc. aceite de ...|151529 - Aceite de maíz y sus fracciones, incl. refinados, sin modificar químicamente (exc. aceite de ...
887|151530|Aceite de ricino y sus fracciones, incl. refinados, sin modificar químicamente|151530 - Aceite de ricino y sus fracciones, incl. refinados, sin modificar químicamente
888|151540|Aceite de tung y sus fracciones, incl. refinados, sin modificar químicamente|151540 - Aceite de tung y sus fracciones, incl. refinados, sin modificar químicamente
889|151550|"Aceite de sésamo """"ajonjolí"""" y sus fracciones, incl. refinados, sin modificar químicamente"""""|"151550 - Aceite de sésamo """"ajonjolí"""" y sus fracciones, incl. refinados, sin modificar químicamente"""""
890|151560|Aceite de jojoba y sus fracciones|151560 - Aceite de jojoba y sus fracciones
891|151590|Grasas y aceites vegetales fijos, y sus fracciones, incluso refinados, pero sin modificar químicamente ...|151590 - Grasas y aceites vegetales fijos, y sus fracciones, incluso refinados, pero sin modificar químicamente ...
892|151610|Grasas y aceites de origen animal o vegetal y sus fracciones, parcial o totalmente hidrogenados, ...|151610 - Grasas y aceites de origen animal o vegetal y sus fracciones, parcial o totalmente hidrogenados, ...
893|151620|Grasas y aceites de origen vegetal y sus fracciones, parcial o totalmente hidrogenados, interesterificados, ...|151620 - Grasas y aceites de origen vegetal y sus fracciones, parcial o totalmente hidrogenados, interesterificados, ...
894|151630|Grasas y aceites microbianos y sus fracciones, parcial o totalmente hidrogenados, interesterificados, ...|151630 - Grasas y aceites microbianos y sus fracciones, parcial o totalmente hidrogenados, interesterificados, ...
895|151710|Margarina (exc. margarina líquida)|151710 - Margarina (exc. margarina líquida)
896|151790|Mezclas y preparaciones alimenticias de materias grasas y aceites, animales o vegetales, o ...|151790 - Mezclas y preparaciones alimenticias de materias grasas y aceites, animales o vegetales, o ...
897|151800|Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados, ...|151800 - Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados, ...
898|152000|Glicerol en bruto; aguas y lejías glicerinosas|152000 - Glicerol en bruto; aguas y lejías glicerinosas
899|152110|Ceras vegetales, incl. refinadas o coloreadas (exc. ceras de triglicéridos)|152110 - Ceras vegetales, incl. refinadas o coloreadas (exc. ceras de triglicéridos)
900|152190|"Cera de abejas o de otros insectos y esperma de ballena y de otros cetáceos """"espermaceti"""", ..."""|"152190 - Cera de abejas o de otros insectos y esperma de ballena y de otros cetáceos """"espermaceti"""", ..."""
901|152200|Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales|152200 - Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales
902|160100|Embutidos y productos similares de carne, despojos, sangre o insectos; preparaciones alimenticias ...|160100 - Embutidos y productos similares de carne, despojos, sangre o insectos; preparaciones alimenticias ...
903|160210|Carne, despojos, sangre o insectos preparados homogeneizados, acondicionados para la venta ...|160210 - Carne, despojos, sangre o insectos preparados homogeneizados, acondicionados para la venta ...
904|160220|Preparaciones y conservas de hígado de cualquier animal (exc. embutidos y productos simil., ...|160220 - Preparaciones y conservas de hígado de cualquier animal (exc. embutidos y productos simil., ...
905|160231|"Preparaciones y conservas de carne o despojos de pavo """"gallipavo"""" de especies domésticas ..."""|"160231 - Preparaciones y conservas de carne o despojos de pavo """"gallipavo"""" de especies domésticas ..."""
906|160232|Preparaciones y conservas de carne o despojos, de gallo o gallina, de especies domésticas (exc. ...|160232 - Preparaciones y conservas de carne o despojos, de gallo o gallina, de especies domésticas (exc. ...
907|160239|Preparaciones y conservas de carne o despojos de pato, ganso o pintada, de especies domésticas ...|160239 - Preparaciones y conservas de carne o despojos de pato, ganso o pintada, de especies domésticas ...
908|160241|Piernas y trozos de pierna, de porcinos, preparadas o conservadas|160241 - Piernas y trozos de pierna, de porcinos, preparadas o conservadas
909|160242|Paletas y trozos de paleta, de porcinos, preparados o conservados|160242 - Paletas y trozos de paleta, de porcinos, preparados o conservados
910|160249|Preparaciones y conservas, incl. las mezclas, de carne o de despojos de porcinos (exc. preparaciones ...|160249 - Preparaciones y conservas, incl. las mezclas, de carne o de despojos de porcinos (exc. preparaciones ...
911|160250|Preparaciones y conservas, de carne o de despojos de bovinos (exc. embutidos y productos simil.; ...|160250 - Preparaciones y conservas, de carne o de despojos de bovinos (exc. embutidos y productos simil.; ...
912|160290|Preparaciones o conservas de carne, despojos, sangre o insectos (exc. ​​carne o despojos de ...|160290 - Preparaciones o conservas de carne, despojos, sangre o insectos (exc. ​​carne o despojos de ...
913|160300|Extractos y jugos de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos|160300 - Extractos y jugos de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos
914|160411|Preparaciones y conservas de salmones, entero o en trozos (exc. picado)|160411 - Preparaciones y conservas de salmones, entero o en trozos (exc. picado)
915|160412|Preparaciones y conservas de arenque, entero o en trozos (exc. picado)|160412 - Preparaciones y conservas de arenque, entero o en trozos (exc. picado)
916|160413|Preparaciones y conservas de sardina, de sardinela y de espadín, enteros o en trozos (exc. ...|160413 - Preparaciones y conservas de sardina, de sardinela y de espadín, enteros o en trozos (exc. ...
917|160414|"Preparaciones y conservas de atún, de listado y de bonito """"Sarda spp."""", enteros o en trozos ..."""|"160414 - Preparaciones y conservas de atún, de listado y de bonito """"Sarda spp."""", enteros o en trozos ..."""
918|160415|Preparaciones y conservas de caballa, enteros o en trozos (exc. picados)|160415 - Preparaciones y conservas de caballa, enteros o en trozos (exc. picados)
919|160416|Preparaciones y conservas de anchoa, entera o en trozos (exc. picada)|160416 - Preparaciones y conservas de anchoa, entera o en trozos (exc. picada)
920|160417|Anguilas, preparadas o conservadas, enteras o en trozos (exc. ??picados)|160417 - Anguilas, preparadas o conservadas, enteras o en trozos (exc. ??picados)
921|160418|Preparaciones y conservas de aletas de tiburón, entero o en trozos (exc. Picada)|160418 - Preparaciones y conservas de aletas de tiburón, entero o en trozos (exc. Picada)
922|160419|"Preparaciones y conservas de pescado, enteros o en trozos (exc. ??picados, ahumados simplemente, ..."""|"160419 - Preparaciones y conservas de pescado, enteros o en trozos (exc. ??picados, ahumados simplemente, ..."""
923|160420|Preparaciones y conservas de pescado (exc. entero o en trozos)|160420 - Preparaciones y conservas de pescado (exc. entero o en trozos)
924|160430|Preparaciones y conservas de pescado; caviar y sus sucedáneos preparados con huevas de pescado ...|160430 - Preparaciones y conservas de pescado; caviar y sus sucedáneos preparados con huevas de pescado ...
925|160431|"Caviar """"huevas de esturión"""""""""|"160431 - Caviar """"huevas de esturión"""""""""
926|160432|Sucedáneos de caviar, preparados con huevas de pescado|160432 - Sucedáneos de caviar, preparados con huevas de pescado
927|160510|Cangrejo, preparados o conservados (sin ahumar)|160510 - Cangrejo, preparados o conservados (sin ahumar)
928|160520|Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados : Camarones, ...|160520 - Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados : Camarones, ...
929|160521|Camarones y langostinos, preparados o conservados, no en envases herméticamente cerrados (sin ...|160521 - Camarones y langostinos, preparados o conservados, no en envases herméticamente cerrados (sin ...
930|160529|Camarones y langostinos, preparados o conservados, en envases herméticamente cerrados (sin ...|160529 - Camarones y langostinos, preparados o conservados, en envases herméticamente cerrados (sin ...
931|160530|Langosta, preparados o conservados (excepto ahumado)|160530 - Langosta, preparados o conservados (excepto ahumado)
932|160540|Crustáceos, preparados o conservados (excepto los ahumados, cangrejos, camarones, langostinos ...|160540 - Crustáceos, preparados o conservados (excepto los ahumados, cangrejos, camarones, langostinos ...
933|160551|Ostras, preparados o conservados (excepto ahumado)|160551 - Ostras, preparados o conservados (excepto ahumado)
934|160552|Vieiras, incl. reina vieiras, preparados o conservados (excepto ahumado)|160552 - Vieiras, incl. reina vieiras, preparados o conservados (excepto ahumado)
935|160553|Mejillones, preparados o conservados (excepto ahumado)|160553 - Mejillones, preparados o conservados (excepto ahumado)
936|160554|Sepia y el calamar, preparados o conservados (excepto ahumado)|160554 - Sepia y el calamar, preparados o conservados (excepto ahumado)
937|160555|Pulpo, preparados o conservados (sin ahumar)|160555 - Pulpo, preparados o conservados (sin ahumar)
938|160556|Almejas, berberechos y arcas, preparados o conservados (excepto ahumado)|160556 - Almejas, berberechos y arcas, preparados o conservados (excepto ahumado)
939|160557|Oreja de mar, preparados o conservados (excepto ahumado)|160557 - Oreja de mar, preparados o conservados (excepto ahumado)
940|160558|Los caracoles, preparados o conservados (excepto los ahumados y los caracoles de mar)|160558 - Los caracoles, preparados o conservados (excepto los ahumados y los caracoles de mar)
